Date;Heures;Type de réserve;Sens de l'ajustement;Quantité de la réserve (en MW);Prix des offres activées (en euros/MWh)
29/12/2016;02:30 - 03:00;Réserve rapide;A la hausse;242;56,8
29/12/2016;02:30 - 03:00;Réserve rapide;A la baisse;0;54,4
29/12/2016;02:30 - 03:00;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;02:30 - 03:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;03:00 - 03:30;Réserve primaire;A la hausse;0;34,1
29/12/2016;03:00 - 03:30;Réserve primaire;A la baisse;31;34,1
29/12/2016;03:00 - 03:30;Réserve secondaire;A la hausse;209;34,1
29/12/2016;03:00 - 03:30;Réserve secondaire;A la baisse;0;34,1
29/12/2016;03:00 - 03:30;Réserve rapide;A la hausse;242;56,8
29/12/2016;03:00 - 03:30;Réserve rapide;A la baisse;0;54,4
29/12/2016;03:00 - 03:30;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;03:00 - 03:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;03:30 - 04:00;Réserve primaire;A la hausse;0;34,1
29/12/2016;03:30 - 04:00;Réserve primaire;A la baisse;22;34,1
29/12/2016;03:30 - 04:00;Réserve secondaire;A la hausse;19;34,1
29/12/2016;03:30 - 04:00;Réserve secondaire;A la baisse;0;34,1
29/12/2016;03:30 - 04:00;Réserve rapide;A la hausse;312;52,8
29/12/2016;03:30 - 04:00;Réserve rapide;A la baisse;0;54,4
29/12/2016;03:30 - 04:00;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;03:30 - 04:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;04:00 - 04:30;Réserve primaire;A la hausse;0;35
29/12/2016;04:00 - 04:30;Réserve primaire;A la baisse;11;35
29/12/2016;04:00 - 04:30;Réserve secondaire;A la hausse;49;35
29/12/2016;04:00 - 04:30;Réserve secondaire;A la baisse;0;35
29/12/2016;04:00 - 04:30;Réserve rapide;A la hausse;312;52,8
29/12/2016;04:00 - 04:30;Réserve rapide;A la baisse;0;54,4
29/12/2016;04:00 - 04:30;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;04:00 - 04:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;04:30 - 05:00;Réserve primaire;A la hausse;0;35
29/12/2016;04:30 - 05:00;Réserve primaire;A la baisse;12;35
29/12/2016;04:30 - 05:00;Réserve secondaire;A la hausse;78;35
29/12/2016;04:30 - 05:00;Réserve secondaire;A la baisse;0;35
29/12/2016;04:30 - 05:00;Réserve rapide;A la hausse;312;52,8
29/12/2016;04:30 - 05:00;Réserve rapide;A la baisse;0;54,4
29/12/2016;04:30 - 05:00;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;04:30 - 05:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;05:00 - 05:30;Réserve primaire;A la hausse;0;37,6
29/12/2016;05:00 - 05:30;Réserve primaire;A la baisse;18;37,6
29/12/2016;05:00 - 05:30;Réserve secondaire;A la hausse;205;37,6
29/12/2016;05:00 - 05:30;Réserve secondaire;A la baisse;0;37,6
29/12/2016;05:00 - 05:30;Réserve rapide;A la hausse;148;60,2
29/12/2016;05:00 - 05:30;Réserve rapide;A la baisse;0;54,4
29/12/2016;05:00 - 05:30;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;05:00 - 05:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;05:30 - 06:00;Réserve primaire;A la hausse;5;37,6
29/12/2016;05:30 - 06:00;Réserve primaire;A la baisse;0;37,6
29/12/2016;05:30 - 06:00;Réserve secondaire;A la hausse;167;37,6
29/12/2016;05:30 - 06:00;Réserve secondaire;A la baisse;0;37,6
29/12/2016;05:30 - 06:00;Réserve rapide;A la hausse;147;60,3
29/12/2016;05:30 - 06:00;Réserve rapide;A la baisse;0;54,4
29/12/2016;05:30 - 06:00;Réserve complémentaire;A la hausse;0;47,8
29/12/2016;05:30 - 06:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;06:00 - 06:30;Réserve primaire;A la hausse;0;47,3
29/12/2016;06:00 - 06:30;Réserve primaire;A la baisse;18;47,3
29/12/2016;06:00 - 06:30;Réserve secondaire;A la hausse;149;47,3
29/12/2016;06:00 - 06:30;Réserve secondaire;A la baisse;0;47,3
29/12/2016;06:00 - 06:30;Réserve rapide;A la hausse;201;60,1
29/12/2016;06:00 - 06:30;Réserve rapide;A la baisse;0;54,6
29/12/2016;06:00 - 06:30;Réserve complémentaire;A la hausse;137;55
29/12/2016;06:00 - 06:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;06:30 - 07:00;Réserve primaire;A la hausse;9;47,3
29/12/2016;06:30 - 07:00;Réserve primaire;A la baisse;0;47,3
29/12/2016;06:30 - 07:00;Réserve secondaire;A la hausse;214;47,3
29/12/2016;06:30 - 07:00;Réserve secondaire;A la baisse;0;47,3
29/12/2016;06:30 - 07:00;Réserve rapide;A la hausse;31;62
29/12/2016;06:30 - 07:00;Réserve rapide;A la baisse;5;38,5
29/12/2016;06:30 - 07:00;Réserve complémentaire;A la hausse;205;55
29/12/2016;06:30 - 07:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;07:00 - 07:30;Réserve primaire;A la hausse;0;51,3
29/12/2016;07:00 - 07:30;Réserve primaire;A la baisse;26;51,3
29/12/2016;07:00 - 07:30;Réserve secondaire;A la hausse;0;51,3
29/12/2016;07:00 - 07:30;Réserve secondaire;A la baisse;53;51,3
29/12/2016;07:00 - 07:30;Réserve rapide;A la hausse;42;62
29/12/2016;07:00 - 07:30;Réserve rapide;A la baisse;0;54,6
29/12/2016;07:00 - 07:30;Réserve complémentaire;A la hausse;25;62
29/12/2016;07:00 - 07:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;07:30 - 08:00;Réserve primaire;A la hausse;0;51,3
29/12/2016;07:30 - 08:00;Réserve primaire;A la baisse;6;51,3
29/12/2016;07:30 - 08:00;Réserve secondaire;A la hausse;126;51,3
29/12/2016;07:30 - 08:00;Réserve secondaire;A la baisse;0;51,3
29/12/2016;07:30 - 08:00;Réserve rapide;A la hausse;0;42
29/12/2016;07:30 - 08:00;Réserve rapide;A la baisse;0;54,6
29/12/2016;07:30 - 08:00;Réserve complémentaire;A la hausse;25;62
29/12/2016;07:30 - 08:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;08:00 - 08:30;Réserve primaire;A la hausse;0;57,4
29/12/2016;08:00 - 08:30;Réserve primaire;A la baisse;17;57,4
29/12/2016;08:00 - 08:30;Réserve secondaire;A la hausse;0;57,4
29/12/2016;08:00 - 08:30;Réserve secondaire;A la baisse;256;57,4
29/12/2016;08:00 - 08:30;Réserve rapide;A la hausse;0;42
29/12/2016;08:00 - 08:30;Réserve rapide;A la baisse;0;54,6
29/12/2016;08:00 - 08:30;Réserve complémentaire;A la hausse;0;62
29/12/2016;08:00 - 08:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;08:30 - 09:00;Réserve primaire;A la hausse;7;57,4
29/12/2016;08:30 - 09:00;Réserve primaire;A la baisse;0;57,4
29/12/2016;08:30 - 09:00;Réserve secondaire;A la hausse;0;57,4
29/12/2016;08:30 - 09:00;Réserve secondaire;A la baisse;87;57,4
29/12/2016;08:30 - 09:00;Réserve rapide;A la hausse;0;42
29/12/2016;08:30 - 09:00;Réserve rapide;A la baisse;0;54,6
29/12/2016;08:30 - 09:00;Réserve complémentaire;A la hausse;0;62
29/12/2016;08:30 - 09:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;09:00 - 09:30;Réserve primaire;A la hausse;0;58
29/12/2016;09:00 - 09:30;Réserve primaire;A la baisse;1;58
29/12/2016;09:00 - 09:30;Réserve secondaire;A la hausse;181;58
29/12/2016;09:00 - 09:30;Réserve secondaire;A la baisse;0;58
29/12/2016;09:00 - 09:30;Réserve rapide;A la hausse;238;61,2
29/12/2016;09:00 - 09:30;Réserve rapide;A la baisse;0;54,6
29/12/2016;09:00 - 09:30;Réserve complémentaire;A la hausse;0;62
29/12/2016;09:00 - 09:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;09:30 - 10:00;Réserve primaire;A la hausse;0;58
29/12/2016;09:30 - 10:00;Réserve primaire;A la baisse;6;58
29/12/2016;09:30 - 10:00;Réserve secondaire;A la hausse;2;58
29/12/2016;09:30 - 10:00;Réserve secondaire;A la baisse;0;58
29/12/2016;09:30 - 10:00;Réserve rapide;A la hausse;650;61,7
29/12/2016;09:30 - 10:00;Réserve rapide;A la baisse;0;54,6
29/12/2016;09:30 - 10:00;Réserve complémentaire;A la hausse;0;62
29/12/2016;09:30 - 10:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;10:00 - 10:30;Réserve primaire;A la hausse;3;58,9
29/12/2016;10:00 - 10:30;Réserve primaire;A la baisse;0;58,9
29/12/2016;10:00 - 10:30;Réserve secondaire;A la hausse;309;58,9
29/12/2016;10:00 - 10:30;Réserve secondaire;A la baisse;0;58,9
29/12/2016;10:00 - 10:30;Réserve rapide;A la hausse;614;61,8
29/12/2016;10:00 - 10:30;Réserve rapide;A la baisse;0;54,6
29/12/2016;10:00 - 10:30;Réserve complémentaire;A la hausse;24;66,2
29/12/2016;10:00 - 10:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;10:30 - 11:00;Réserve primaire;A la hausse;0;58,9
29/12/2016;10:30 - 11:00;Réserve primaire;A la baisse;5;58,9
29/12/2016;10:30 - 11:00;Réserve secondaire;A la hausse;126;58,9
29/12/2016;10:30 - 11:00;Réserve secondaire;A la baisse;0;58,9
29/12/2016;10:30 - 11:00;Réserve rapide;A la hausse;627;61,8
29/12/2016;10:30 - 11:00;Réserve rapide;A la baisse;0;54,6
29/12/2016;10:30 - 11:00;Réserve complémentaire;A la hausse;24;66,2
29/12/2016;10:30 - 11:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;11:00 - 11:30;Réserve primaire;A la hausse;5;57,5
29/12/2016;11:00 - 11:30;Réserve primaire;A la baisse;0;57,5
29/12/2016;11:00 - 11:30;Réserve secondaire;A la hausse;309;57,5
29/12/2016;11:00 - 11:30;Réserve secondaire;A la baisse;0;57,5
29/12/2016;11:00 - 11:30;Réserve rapide;A la hausse;434;62,6
29/12/2016;11:00 - 11:30;Réserve rapide;A la baisse;0;56,8
29/12/2016;11:00 - 11:30;Réserve complémentaire;A la hausse;74;63,7
29/12/2016;11:00 - 11:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;11:30 - 12:00;Réserve primaire;A la hausse;0;57,5
29/12/2016;11:30 - 12:00;Réserve primaire;A la baisse;11;57,5
29/12/2016;11:30 - 12:00;Réserve secondaire;A la hausse;107;57,5
29/12/2016;11:30 - 12:00;Réserve secondaire;A la baisse;0;57,5
29/12/2016;11:30 - 12:00;Réserve rapide;A la hausse;611;64,7
29/12/2016;11:30 - 12:00;Réserve rapide;A la baisse;0;56,8
29/12/2016;11:30 - 12:00;Réserve complémentaire;A la hausse;75;63,6
29/12/2016;11:30 - 12:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;12:00 - 12:30;Réserve primaire;A la hausse;0;57,4
29/12/2016;12:00 - 12:30;Réserve primaire;A la baisse;13;57,4
29/12/2016;12:00 - 12:30;Réserve secondaire;A la hausse;0;57,4
29/12/2016;12:00 - 12:30;Réserve secondaire;A la baisse;99;57,4
29/12/2016;12:00 - 12:30;Réserve rapide;A la hausse;641;65
29/12/2016;12:00 - 12:30;Réserve rapide;A la baisse;11;53,3
29/12/2016;12:00 - 12:30;Réserve complémentaire;A la hausse;268;68
29/12/2016;12:00 - 12:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;12:30 - 13:00;Réserve primaire;A la hausse;0;57,4
29/12/2016;12:30 - 13:00;Réserve primaire;A la baisse;8;57,4
29/12/2016;12:30 - 13:00;Réserve secondaire;A la hausse;0;57,4
29/12/2016;12:30 - 13:00;Réserve secondaire;A la baisse;75;57,4
29/12/2016;12:30 - 13:00;Réserve rapide;A la hausse;867;64,4
29/12/2016;12:30 - 13:00;Réserve rapide;A la baisse;76;53,3
29/12/2016;12:30 - 13:00;Réserve complémentaire;A la hausse;273;67,8
29/12/2016;12:30 - 13:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;13:00 - 13:30;Réserve primaire;A la hausse;6;51,2
29/12/2016;13:00 - 13:30;Réserve primaire;A la baisse;0;51,2
29/12/2016;13:00 - 13:30;Réserve secondaire;A la hausse;29;51,2
29/12/2016;13:00 - 13:30;Réserve secondaire;A la baisse;0;51,2
29/12/2016;13:00 - 13:30;Réserve rapide;A la hausse;550;65
29/12/2016;13:00 - 13:30;Réserve rapide;A la baisse;70;53,3
29/12/2016;13:00 - 13:30;Réserve complémentaire;A la hausse;285;68,8
29/12/2016;13:00 - 13:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;13:30 - 14:00;Réserve primaire;A la hausse;0;51,2
29/12/2016;13:30 - 14:00;Réserve primaire;A la baisse;6;51,2
29/12/2016;13:30 - 14:00;Réserve secondaire;A la hausse;2;51,2
29/12/2016;13:30 - 14:00;Réserve secondaire;A la baisse;0;51,2
29/12/2016;13:30 - 14:00;Réserve rapide;A la hausse;628;63,9
29/12/2016;13:30 - 14:00;Réserve rapide;A la baisse;0;55,4
29/12/2016;13:30 - 14:00;Réserve complémentaire;A la hausse;278;68,9
29/12/2016;13:30 - 14:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;14:00 - 14:30;Réserve primaire;A la hausse;0;49,6
29/12/2016;14:00 - 14:30;Réserve primaire;A la baisse;4;49,6
29/12/2016;14:00 - 14:30;Réserve secondaire;A la hausse;244;49,6
29/12/2016;14:00 - 14:30;Réserve secondaire;A la baisse;0;49,6
29/12/2016;14:00 - 14:30;Réserve rapide;A la hausse;632;63,7
29/12/2016;14:00 - 14:30;Réserve rapide;A la baisse;0;56,5
29/12/2016;14:00 - 14:30;Réserve complémentaire;A la hausse;315;60,4
29/12/2016;14:00 - 14:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;14:30 - 15:00;Réserve primaire;A la hausse;0;49,6
29/12/2016;14:30 - 15:00;Réserve primaire;A la baisse;14;49,6
29/12/2016;14:30 - 15:00;Réserve secondaire;A la hausse;0;49,6
29/12/2016;14:30 - 15:00;Réserve secondaire;A la baisse;33;49,6
29/12/2016;14:30 - 15:00;Réserve rapide;A la hausse;513;63,2
29/12/2016;14:30 - 15:00;Réserve rapide;A la baisse;0;56,5
29/12/2016;14:30 - 15:00;Réserve complémentaire;A la hausse;315;60,4
29/12/2016;14:30 - 15:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;15:00 - 15:30;Réserve primaire;A la hausse;0;51,6
29/12/2016;15:00 - 15:30;Réserve primaire;A la baisse;17;51,6
29/12/2016;15:00 - 15:30;Réserve secondaire;A la hausse;0;51,6
29/12/2016;15:00 - 15:30;Réserve secondaire;A la baisse;13;51,6
29/12/2016;15:00 - 15:30;Réserve rapide;A la hausse;283;61,3
29/12/2016;15:00 - 15:30;Réserve rapide;A la baisse;0;56,1
29/12/2016;15:00 - 15:30;Réserve complémentaire;A la hausse;15;61,5
29/12/2016;15:00 - 15:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;15:30 - 16:00;Réserve primaire;A la hausse;0;51,6
29/12/2016;15:30 - 16:00;Réserve primaire;A la baisse;1;51,6
29/12/2016;15:30 - 16:00;Réserve secondaire;A la hausse;75;51,6
29/12/2016;15:30 - 16:00;Réserve secondaire;A la baisse;0;51,6
29/12/2016;15:30 - 16:00;Réserve rapide;A la hausse;56;57,6
29/12/2016;15:30 - 16:00;Réserve rapide;A la baisse;0;56,1
29/12/2016;15:30 - 16:00;Réserve complémentaire;A la hausse;15;61,5
29/12/2016;15:30 - 16:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;16:00 - 16:30;Réserve primaire;A la hausse;0;54,4
29/12/2016;16:00 - 16:30;Réserve primaire;A la baisse;13;54,4
29/12/2016;16:00 - 16:30;Réserve secondaire;A la hausse;0;54,4
29/12/2016;16:00 - 16:30;Réserve secondaire;A la baisse;4;54,4
29/12/2016;16:00 - 16:30;Réserve rapide;A la hausse;42;57,2
29/12/2016;16:00 - 16:30;Réserve rapide;A la baisse;20;49,9
29/12/2016;16:00 - 16:30;Réserve complémentaire;A la hausse;12;61,5
29/12/2016;16:00 - 16:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;16:30 - 17:00;Réserve primaire;A la hausse;32;54,4
29/12/2016;16:30 - 17:00;Réserve primaire;A la baisse;0;54,4
29/12/2016;16:30 - 17:00;Réserve secondaire;A la hausse;7;54,4
29/12/2016;16:30 - 17:00;Réserve secondaire;A la baisse;0;54,4
29/12/2016;16:30 - 17:00;Réserve rapide;A la hausse;20;57,4
29/12/2016;16:30 - 17:00;Réserve rapide;A la baisse;0;58,7
29/12/2016;16:30 - 17:00;Réserve complémentaire;A la hausse;12;61,5
29/12/2016;16:30 - 17:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;17:00 - 17:30;Réserve primaire;A la hausse;8;64
29/12/2016;17:00 - 17:30;Réserve primaire;A la baisse;0;64
29/12/2016;17:00 - 17:30;Réserve secondaire;A la hausse;272;64
29/12/2016;17:00 - 17:30;Réserve secondaire;A la baisse;0;64
29/12/2016;17:00 - 17:30;Réserve rapide;A la hausse;40;78,5
29/12/2016;17:00 - 17:30;Réserve rapide;A la baisse;192;59,5
29/12/2016;17:00 - 17:30;Réserve complémentaire;A la hausse;20;82,7
29/12/2016;17:00 - 17:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;17:30 - 18:00;Réserve primaire;A la hausse;31;64
29/12/2016;17:30 - 18:00;Réserve primaire;A la baisse;0;64
29/12/2016;17:30 - 18:00;Réserve secondaire;A la hausse;364;64
29/12/2016;17:30 - 18:00;Réserve secondaire;A la baisse;0;64
29/12/2016;17:30 - 18:00;Réserve rapide;A la hausse;166;123,7
29/12/2016;17:30 - 18:00;Réserve rapide;A la baisse;164;56,7
29/12/2016;17:30 - 18:00;Réserve complémentaire;A la hausse;57;148,6
29/12/2016;17:30 - 18:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;18:00 - 18:30;Réserve primaire;A la hausse;0;67,2
29/12/2016;18:00 - 18:30;Réserve primaire;A la baisse;40;67,2
29/12/2016;18:00 - 18:30;Réserve secondaire;A la hausse;0;67,2
29/12/2016;18:00 - 18:30;Réserve secondaire;A la baisse;164;67,2
29/12/2016;18:00 - 18:30;Réserve rapide;A la hausse;523;104,3
29/12/2016;18:00 - 18:30;Réserve rapide;A la baisse;342;62,6
29/12/2016;18:00 - 18:30;Réserve complémentaire;A la hausse;169;163,2
29/12/2016;18:00 - 18:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;18:30 - 19:00;Réserve primaire;A la hausse;2;67,2
29/12/2016;18:30 - 19:00;Réserve primaire;A la baisse;0;67,2
29/12/2016;18:30 - 19:00;Réserve secondaire;A la hausse;0;67,2
29/12/2016;18:30 - 19:00;Réserve secondaire;A la baisse;3;67,2
29/12/2016;18:30 - 19:00;Réserve rapide;A la hausse;432;105,4
29/12/2016;18:30 - 19:00;Réserve rapide;A la baisse;331;62,6
29/12/2016;18:30 - 19:00;Réserve complémentaire;A la hausse;149;171,8
29/12/2016;18:30 - 19:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;19:00 - 19:30;Réserve primaire;A la hausse;0;66,4
29/12/2016;19:00 - 19:30;Réserve primaire;A la baisse;4;66,4
29/12/2016;19:00 - 19:30;Réserve secondaire;A la hausse;105;66,4
29/12/2016;19:00 - 19:30;Réserve secondaire;A la baisse;0;66,4
29/12/2016;19:00 - 19:30;Réserve rapide;A la hausse;0;0
29/12/2016;19:00 - 19:30;Réserve rapide;A la baisse;255;64
29/12/2016;19:00 - 19:30;Réserve complémentaire;A la hausse;343;159,8
29/12/2016;19:00 - 19:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;19:30 - 20:00;Réserve primaire;A la hausse;0;66,4
29/12/2016;19:30 - 20:00;Réserve primaire;A la baisse;35;66,4
29/12/2016;19:30 - 20:00;Réserve secondaire;A la hausse;0;66,4
29/12/2016;19:30 - 20:00;Réserve secondaire;A la baisse;229;66,4
29/12/2016;19:30 - 20:00;Réserve rapide;A la hausse;0;0
29/12/2016;19:30 - 20:00;Réserve rapide;A la baisse;51;47
29/12/2016;19:30 - 20:00;Réserve complémentaire;A la hausse;329;163
29/12/2016;19:30 - 20:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;20:00 - 20:30;Réserve primaire;A la hausse;0;59,4
29/12/2016;20:00 - 20:30;Réserve primaire;A la baisse;6;59,4
29/12/2016;20:00 - 20:30;Réserve secondaire;A la hausse;0;59,4
29/12/2016;20:00 - 20:30;Réserve secondaire;A la baisse;175;59,4
29/12/2016;20:00 - 20:30;Réserve rapide;A la hausse;0;0
29/12/2016;20:00 - 20:30;Réserve rapide;A la baisse;33;53,7
29/12/2016;20:00 - 20:30;Réserve complémentaire;A la hausse;436;140,2
29/12/2016;20:00 - 20:30;Réserve complémentaire;A la baisse;0;50
29/12/2016;20:30 - 21:00;Réserve primaire;A la hausse;0;59,4
29/12/2016;20:30 - 21:00;Réserve primaire;A la baisse;14;59,4
29/12/2016;20:30 - 21:00;Réserve secondaire;A la hausse;0;59,4
29/12/2016;20:30 - 21:00;Réserve secondaire;A la baisse;95;59,4
29/12/2016;20:30 - 21:00;Réserve rapide;A la hausse;0;0
29/12/2016;20:30 - 21:00;Réserve rapide;A la baisse;46;53,7
29/12/2016;20:30 - 21:00;Réserve complémentaire;A la hausse;60;165,5
29/12/2016;20:30 - 21:00;Réserve complémentaire;A la baisse;0;50
29/12/2016;21:00 - 21:30;Réserve primaire;A la hausse;11;51,7
29/12/2016;21:00 - 21:30;Réserve primaire;A la baisse;0;51,7
29/12/2016;21:00 - 21:30;Réserve secondaire;A la hausse;276;51,7
29/12/2016;21:00 - 21:30;Réserve secondaire;A la baisse;0;51,7
29/12/2016;21:00 - 21:30;Réserve rapide;A la hausse;69;65,2
29/12/2016;21:00 - 21:30;Réserve rapide;A la baisse;0;51,7
29/12/2016;21:00 - 21:30;Réserve complémentaire;A la hausse;0;165,5
29/12/2016;21:00 - 21:30;Réserve complémentaire;A la baisse;0;51,7
29/12/2016;21:30 - 22:00;Réserve primaire;A la hausse;0;51,7
29/12/2016;21:30 - 22:00;Réserve primaire;A la baisse;34;51,7
29/12/2016;21:30 - 22:00;Réserve secondaire;A la hausse;177;51,7
29/12/2016;21:30 - 22:00;Réserve secondaire;A la baisse;0;51,7
29/12/2016;21:30 - 22:00;Réserve rapide;A la hausse;0;0
29/12/2016;21:30 - 22:00;Réserve rapide;A la baisse;0;51,7
29/12/2016;21:30 - 22:00;Réserve complémentaire;A la hausse;0;165,5
29/12/2016;21:30 - 22:00;Réserve complémentaire;A la baisse;0;51,7
29/12/2016;22:00 - 22:30;Réserve primaire;A la hausse;26;56,4
29/12/2016;22:00 - 22:30;Réserve primaire;A la baisse;0;56,4
29/12/2016;22:00 - 22:30;Réserve secondaire;A la hausse;0;56,4
29/12/2016;22:00 - 22:30;Réserve secondaire;A la baisse;332;56,4
29/12/2016;22:00 - 22:30;Réserve rapide;A la hausse;50;83
29/12/2016;22:00 - 22:30;Réserve rapide;A la baisse;247;53,7
29/12/2016;22:00 - 22:30;Réserve complémentaire;A la hausse;550;80,8
29/12/2016;22:00 - 22:30;Réserve complémentaire;A la baisse;0;53,7
29/12/2016;22:30 - 23:00;Réserve primaire;A la hausse;0;56,4
29/12/2016;22:30 - 23:00;Réserve primaire;A la baisse;8;56,4
29/12/2016;22:30 - 23:00;Réserve secondaire;A la hausse;0;56,4
29/12/2016;22:30 - 23:00;Réserve secondaire;A la baisse;93;56,4
29/12/2016;22:30 - 23:00;Réserve rapide;A la hausse;50;83
29/12/2016;22:30 - 23:00;Réserve rapide;A la baisse;23;53,9
29/12/2016;22:30 - 23:00;Réserve complémentaire;A la hausse;550;80,8
29/12/2016;22:30 - 23:00;Réserve complémentaire;A la baisse;0;53,9
29/12/2016;23:00 - 23:30;Réserve primaire;A la hausse;17;55,2
29/12/2016;23:00 - 23:30;Réserve primaire;A la baisse;0;55,2
29/12/2016;23:00 - 23:30;Réserve secondaire;A la hausse;0;55,2
29/12/2016;23:00 - 23:30;Réserve secondaire;A la baisse;195;55,2
29/12/2016;23:00 - 23:30;Réserve rapide;A la hausse;277;67,5
29/12/2016;23:00 - 23:30;Réserve rapide;A la baisse;0;55,7
29/12/2016;23:00 - 23:30;Réserve complémentaire;A la hausse;400;77,7
29/12/2016;23:00 - 23:30;Réserve complémentaire;A la baisse;0;55,2
29/12/2016;23:30 - 00:00;Réserve primaire;A la hausse;0;55,2
29/12/2016;23:30 - 00:00;Réserve primaire;A la baisse;18;55,2
29/12/2016;23:30 - 00:00;Réserve secondaire;A la hausse;0;55,2
29/12/2016;23:30 - 00:00;Réserve secondaire;A la baisse;90;55,2
29/12/2016;23:30 - 00:00;Réserve rapide;A la hausse;176;62,7
29/12/2016;23:30 - 00:00;Réserve rapide;A la baisse;0;55,7
29/12/2016;23:30 - 00:00;Réserve complémentaire;A la hausse;400;77,7
29/12/2016;23:30 - 00:00;Réserve complémentaire;A la baisse;0;55,2
30/12/2016;00:00 - 00:30;Réserve primaire;A la hausse;26;50,9
30/12/2016;00:00 - 00:30;Réserve primaire;A la baisse;24;50,9
30/12/2016;00:00 - 00:30;Réserve secondaire;A la hausse;148;50,9
30/12/2016;00:00 - 00:30;Réserve secondaire;A la baisse;9;50,9
30/12/2016;00:00 - 00:30;Réserve rapide;A la hausse;327;70,9
30/12/2016;00:00 - 00:30;Réserve rapide;A la baisse;0;56,6
30/12/2016;00:00 - 00:30;Réserve complémentaire;A la hausse;0;77,7
30/12/2016;00:00 - 00:30;Réserve complémentaire;A la baisse;0;50,9
30/12/2016;00:30 - 01:00;Réserve primaire;A la hausse;0;50,9
30/12/2016;00:30 - 01:00;Réserve primaire;A la baisse;10;50,9
30/12/2016;00:30 - 01:00;Réserve secondaire;A la hausse;0;50,9
30/12/2016;00:30 - 01:00;Réserve secondaire;A la baisse;62;50,9
30/12/2016;00:30 - 01:00;Réserve rapide;A la hausse;148;62,2
30/12/2016;00:30 - 01:00;Réserve rapide;A la baisse;0;56,6
30/12/2016;00:30 - 01:00;Réserve complémentaire;A la hausse;0;77,7
30/12/2016;00:30 - 01:00;Réserve complémentaire;A la baisse;0;50,9
30/12/2016;01:00 - 01:30;Réserve primaire;A la hausse;18;50,2
30/12/2016;01:00 - 01:30;Réserve primaire;A la baisse;0;50,2
30/12/2016;01:00 - 01:30;Réserve secondaire;A la hausse;0;50,2
30/12/2016;01:00 - 01:30;Réserve secondaire;A la baisse;121;50,2
30/12/2016;01:00 - 01:30;Réserve rapide;A la hausse;481;66,2
30/12/2016;01:00 - 01:30;Réserve rapide;A la baisse;0;56,6
30/12/2016;01:00 - 01:30;Réserve complémentaire;A la hausse;118;62,9
30/12/2016;01:00 - 01:30;Réserve complémentaire;A la baisse;0;50,9
30/12/2016;01:30 - 02:00;Réserve primaire;A la hausse;0;50,2
30/12/2016;01:30 - 02:00;Réserve primaire;A la baisse;0;50,2
30/12/2016;01:30 - 02:00;Réserve secondaire;A la hausse;0;50,2
30/12/2016;01:30 - 02:00;Réserve secondaire;A la baisse;211;50,2
30/12/2016;01:30 - 02:00;Réserve rapide;A la hausse;508;65,9
30/12/2016;01:30 - 02:00;Réserve rapide;A la baisse;0;56,6
30/12/2016;01:30 - 02:00;Réserve complémentaire;A la hausse;118;62,9
30/12/2016;01:30 - 02:00;Réserve complémentaire;A la baisse;0;50,9
30/12/2016;02:00 - 02:30;Réserve primaire;A la hausse;37;49,7
